id,experiences_offered,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
11086382,none,29412479,Leslie-Ann And Suzanne,2015-03-15,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,t,Kitsilano,5,5,t,t,"Vancouver, BC, Canada",Kitsilano,Kitsilano,,Vancouver,BC,V6K 1N7,Vancouver,"Vancouver, Canada",CA,Canada,49.26705406,-123.1537723,t,Apartment,Entire home/apt,6,2,2,3,Real Bed,,234.00,,,400.00,230.00,1,$0.00 ,30,1125,30,90,1125,1125,49.2,1125,today,t,18,48,78,317,2019-02-06,17,0,2016-03-04,2017-08-06,98,10,10,10,10,10,10,t,18-427955,f,f,strict_14_with_grace_period,f,f,5,5,0,0,0.48
11102652,none,5775298,Rich,2013-04-04,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Mount Pleasant,1,1,t,t,"Vancouver, BC, Canada",Mount Pleasant,Mount Pleasant,,Vancouver,BC,V5T,Vancouver,"Vancouver, Canada",CA,Canada,49.27078084,-123.1019256,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,,150.00,,,500.00,100.00,2,$20.00 ,365,365,365,365,365,365,365,365,5 months ago,t,30,60,90,364,2019-02-06,32,5,2016-03-30,2018-08-21,99,10,10,10,10,10,10,t,,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.92
11107913,none,7803388,Ryan,2013-07-29,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Kensington-Cedar Cottage,3,3,t,t,"Vancouver, BC, Canada",Kensington-Cedar Cottage,Kensington-Cedar Cottage,,Vancouver,BC,V5V 2N6,Vancouver,"Vancouver, Canada",CA,Canada,49.24463324,-123.0901855,t,Apartment,Entire home/apt,5,1,2,2,Real Bed,,175.00,830.00,3300.00,750.00,175.00,4,$30.00 ,3,1125,3,3,1125,1125,3,1125,today,t,0,0,6,123,2019-02-06,61,10,2016-02-17,2018-08-10,91,9,9,10,10,9,9,t,19-190245,t,f,strict_14_with_grace_period,f,f,2,2,0,0,1.69
11123681,none,6203239,Darrell,2013-05-02,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,f,,1,1,t,t,"Vancouver, BC, Canada",Dunbar-Southlands,Dunbar Southlands,,Vancouver,BC,,Vancouver,"Vancouver, Canada",CA,Canada,49.23542764,-123.1862587,f,House,Entire home/apt,6,2,3,4,Real Bed,,300.00,,,,,1,$0.00 ,4,30,4,4,30,30,4,30,2 months ago,t,0,16,16,200,2019-02-06,3,2,2017-08-09,2018-08-27,100,10,9,10,10,10,9,t,18-610356,f,f,flexible,f,f,1,1,0,0,0.16
11203049,none,16713896,Christopher,2014-06-12,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,f,Fairview,1,1,t,t,"Vancouver, BC, Canada",Fairview,Fairview,,Vancouver,BC,V5Z,Vancouver,"Vancouver, Canada",CA,Canada,49.26031602,-123.1205233,t,Townhouse,Private room,2,1,1,1,Real Bed,,75.00,,,0.00,19.00,1,$0.00 ,2,1125,2,2,1125,1125,2,1125,today,t,1,22,49,153,2019-02-06,80,36,2016-02-17,2018-12-09,96,10,9,10,10,10,10,t,18-587189,t,f,moderate,f,f,1,0,1,0,2.21
11207279,none,5154126,Connie,2013-02-20,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,West End,1,1,t,t,"Vancouver, BC, Canada",West End,West End,,Vancouver,BC,V6G 3G7,Vancouver,"Vancouver, Canada",CA,Canada,49.29228624,-123.1362352,t,Condominium,Entire home/apt,4,1,1,1,Real Bed,,119.00,,,0.00,75.00,1,$0.00 ,30,1125,30,30,1125,1125,30,1125,a week ago,t,3,33,63,180,2019-02-06,64,3,2016-03-09,2018-09-27,98,10,10,10,10,10,10,t,,t,f,strict_14_with_grace_period,f,f,1,1,0,0,1.8
11228273,none,8374150,Jay,2013-08-25,"Vancouver, Washington, United States",within a few hours,100%,N/A,t,Downtown Vancouver,4,4,t,t,"Vancouver, BC, Canada",Downtown Vancouver,Downtown,,Vancouver,BC,V6B 6B8,Vancouver,"Vancouver, Canada",CA,Canada,49.27962276,-123.1066143,t,Condominium,Entire home/apt,4,2,2,2,Real Bed,,129.00,,,750.00,129.00,1,$0.00 ,30,365,30,30,365,365,30,365,2 weeks ago,t,5,29,53,53,2019-02-06,125,32,2016-02-20,2019-01-25,94,10,10,10,10,9,9,t,,f,f,strict_14_with_grace_period,f,f,2,2,0,0,3.46
11242550,none,34594484,Michelle,2015-05-30,"Vancouver, British Columbia, Canada",within a day,83%,N/A,t,Renfrew-Collingwood,1,1,t,t,"Vancouver, BC, Canada",Renfrew-Collingwood,Renfrew-Collingwood,,Vancouver,BC,V5M 2R7,Vancouver,"Vancouver, Canada",CA,Canada,49.25486685,-123.0336858,t,House,Private room,1,1,1,1,Real Bed,,45.00,,,0.00,12.00,1,$0.00 ,30,1125,30,30,1125,1125,30,1125,5 months ago,t,2,2,19,19,2019-02-06,31,11,2016-08-06,2018-08-27,95,10,9,10,10,9,10,t,,f,f,flexible,f,f,1,0,1,0,1.02
11261229,none,21294269,Robert,2014-09-13,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Commercial Drive,3,3,t,t,"Vancouver, BC, Canada",Commercial Drive,Grandview-Woodland,,Vancouver,BC,V5L 2W1,Vancouver,"Vancouver, Canada",CA,Canada,49.27246703,-123.0713744,t,Guest suite,Entire home/apt,7,2,2,4,Real Bed,,160.00,,,500.00,75.00,4,$10.00 ,5,1125,5,21,1125,1125,8.7,1125,3 weeks ago,t,24,24,45,248,2019-02-06,60,22,2016-03-30,2018-10-20,96,10,10,10,9,10,10,t,19-163384,f,f,strict_14_with_grace_period,f,f,3,3,0,0,1.72
11295563,none,22767800,James,2014-10-20,"Vancouver, British Columbia, Canada",within a day,92%,N/A,t,Kitsilano,1,1,t,t,"Vancouver, BC, Canada",Kitsilano,Kitsilano,,Vancouver,BC,V6K 1P6,Vancouver,"Vancouver, Canada",CA,Canada,49.26851778,-123.16401,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,,150.00,,,,40.00,1,$0.00 ,1,29,1,1,29,29,1,29,2 weeks ago,t,5,5,5,33,2019-02-06,249,81,2016-04-18,2019-01-20,97,10,10,10,10,10,9,t,19-162522,f,f,moderate,f,f,1,1,0,0,7.29
11305898,none,59106857,Pepe,2016-02-17,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Hastings-Sunrise,1,1,t,f,"Vancouver, BC, Canada",,Hastings-Sunrise,,Vancouver,BC,V5K 3C8,Vancouver,"Vancouver, Canada",CA,Canada,49.27144311,-123.0500718,t,Guest suite,Entire home/apt,5,1,2,3,Real Bed,,91.00,,,0.00,65.00,3,$15.00 ,3,1125,3,3,1125,1125,3,1125,today,t,0,0,7,76,2019-02-06,20,10,2017-06-16,2018-12-31,96,10,10,10,10,9,10,t,19-186605,t,f,strict_14_with_grace_period,f,f,1,1,0,0,1
11317795,none,31685027,Claude,2015-04-21,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Kitsilano,13,13,t,t,"Vancouver, BC, Canada",Kitsilano,Kitsilano,,Vancouver,BC,V6K 1C8,Portland,"Vancouver, Canada",CA,Canada,49.27232879,-123.1598582,t,Apartment,Private room,1,3.5,1,1,Real Bed,,37.00,,,375.00,125.00,1,$0.00 ,30,365,30,30,365,365,30,365,9 months ago,t,0,0,0,221,2019-02-06,23,2,2016-03-01,2018-11-06,91,9,10,9,10,10,9,t,,f,f,strict_14_with_grace_period,f,f,13,3,10,0,0.64
11338565,none,600607,Bruce,2011-05-18,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Downtown Vancouver,57,57,t,t,"Vancouver, BC, Canada",Fairview,Fairview,,Vancouver,BC,V6J 1R1,Vancouver,"Vancouver, Canada",CA,Canada,49.2670587,-123.1388695,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,,98.00,,,200.00,150.00,1,$0.00 ,30,1125,30,30,1125,1125,30,1125,2 weeks ago,t,0,3,32,32,2019-02-06,0,0,,,,,,,,,,t,,f,f,strict_14_with_grace_period,f,f,51,51,0,0,
11344307,none,7550944,Adrian,2013-07-17,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,,1,1,t,t,"Vancouver, BC, Canada",Strathcona,Strathcona,,Vancouver,BC,V5T 0G5,Vancouver,"Vancouver, Canada",CA,Canada,49.26807373,-123.0965237,f,Condominium,Entire home/apt,2,1,1,1,Real Bed,,88.00,,,450.00,95.00,1,$0.00 ,31,40,31,31,40,40,31,40,2 days ago,t,12,32,37,43,2019-02-06,11,2,2017-05-31,2018-07-31,98,10,10,10,10,9,10,t,,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.53
11361362,none,2431760,Charlie,2012-05-21,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,f,Kensington-Cedar Cottage,1,1,t,t,"Vancouver, BC, Canada",Kensington-Cedar Cottage,Kensington-Cedar Cottage,,Vancouver,BC,V5N 2B8,Vancouver,"Vancouver, Canada",CA,Canada,49.25788517,-123.0701202,t,House,Entire home/apt,6,1,3,3,Real Bed,,199.00,,,,150.00,6,$0.00 ,5,1125,5,5,1125,1125,5,1125,3 weeks ago,t,0,0,0,44,2019-02-06,13,3,2016-07-20,2018-08-26,91,10,9,10,10,9,9,t,19-160994,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.42
11371279,none,9881641,Rani,2013-11-08,"Vancouver, British Columbia, Canada",within a few hours,91%,N/A,f,Hastings-Sunrise,1,1,t,t,"Vancouver, BC, Canada",Hastings-Sunrise,Hastings-Sunrise,,Vancouver,BC,V5K 1B1,Vancouver,"Vancouver, Canada",CA,Canada,49.29064541,-123.0459652,t,Guest suite,Entire home/apt,2,1,0,1,Real Bed,,91.00,,,0.00,50.00,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,3 weeks ago,t,6,35,64,64,2019-02-06,44,37,2016-04-24,2019-01-27,93,9,9,10,10,9,10,t,19-182835,t,f,flexible,f,f,1,1,0,0,1.3
11372212,none,7657825,Lidia,2013-07-22,"Vancouver, British Columbia, Canada",within a few hours,100%,N/A,t,Killarney,2,2,t,f,"Vancouver, BC, Canada",Killarney,Killarney,,Vancouver,BC,V5S 4A5,Vancouver,"Vancouver, Canada",CA,Canada,49.21439823,-123.0251955,t,Townhouse,Private room,1,1,1,1,Real Bed,,68.00,,,0.00,45.00,1,$0.00 ,3,1124,3,3,1124,1124,3,1124,a week ago,t,0,0,0,189,2019-02-06,15,8,2016-04-15,2018-12-15,100,10,10,10,10,9,10,t,19-162713,f,f,strict_14_with_grace_period,f,f,2,0,2,0,0.44
11378706,none,38522611,Abigail And Milton,2015-07-15,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Kitsilano,1,1,t,t,"Vancouver, BC, Canada",Kitsilano,Kitsilano,,Vancouver,British Columbia,V6K 1T2,Vancouver,"Vancouver, Canada",CA,Canada,49.26716928,-123.1663439,t,House,Entire home/apt,6,2,3,4,Real Bed,,350.00,,,0.00,80.00,1,$0.00 ,3,21,3,3,21,21,3,21,3 months ago,t,0,0,0,0,2019-02-06,11,2,2016-07-04,2018-07-28,84,9,9,10,10,10,9,t,19-161001,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.35
11393844,none,14054756,Sean,2014-04-08,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Downtown Eastside,1,1,t,t,"Vancouver, BC, Canada",Downtown Eastside,Downtown Eastside,,Vancouver,BC,V6A 2G8,Vancouver,"Vancouver, Canada",CA,Canada,49.27814606,-123.0883136,t,House,Entire home/apt,6,1.5,3,3,Real Bed,,350.00,,,500.00,135.00,6,$0.00 ,2,1125,2,30,1125,1125,13.6,1125,2 weeks ago,t,25,53,73,284,2019-02-06,82,48,2016-06-14,2019-01-21,99,10,10,10,10,10,10,t,18-549758,f,f,strict_14_with_grace_period,f,f,1,1,0,0,2.54
11396241,none,57153336,Armand,2016-02-02,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Chinatown,3,3,t,f,"Vancouver, BC, Canada",Chinatown,Downtown Eastside,,Vancouver,BC,V6A 4J7,Vancouver,"Vancouver, Canada",CA,Canada,49.27828147,-123.1000312,t,Loft,Entire home/apt,4,1,1,2,Real Bed,,85.00,,,1300.00,55.00,2,$25.00 ,2,365,2,30,365,365,7.3,365,today,t,8,30,54,54,2019-02-06,187,59,2016-03-09,2019-01-26,92,10,10,9,10,8,9,t,18-597119,t,f,strict_14_with_grace_period,f,f,2,2,0,0,5.27
11399724,none,5835940,Natalia,2013-04-08,"Vancouver, British Columbia, Canada",within a few hours,100%,N/A,t,South Cambie,2,2,t,t,"Vancouver, BC, Canada",South Cambie,South Cambie,,Vancouver,BC,V5Z 3K4,Vancouver,"Vancouver, Canada",CA,Canada,49.25649617,-123.1203448,t,House,Private room,1,1,1,1,Real Bed,,87.00,,,200.00,90.00,1,$35.00 ,1,30,2,3,30,30,2.4,30,6 weeks ago,t,30,60,90,179,2019-02-06,31,16,2016-06-21,2018-09-22,97,10,10,10,10,10,10,t,18-549544,f,f,strict_14_with_grace_period,f,f,1,0,1,0,0.97
11401593,none,9567509,Dee,2013-10-22,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Kitsilano,1,1,t,t,"Vancouver, BC, Canada",Kitsilano,Kitsilano,,Vancouver,BC,V6K 3A3,Vancouver,"Vancouver, Canada",CA,Canada,49.25933863,-123.1701981,t,Guest suite,Entire home/apt,4,1,2,2,Real Bed,,251.00,,,800.00,125.00,1,$0.00 ,3,30,3,3,30,30,3,30,4 weeks ago,t,21,42,67,288,2019-02-06,99,37,2016-04-18,2019-01-07,100,10,10,10,10,10,10,t,19-163274,t,f,strict_14_with_grace_period,f,f,1,1,0,0,2.9
11417632,none,31685027,Claude,2015-04-21,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Kitsilano,13,13,t,t,"Vancouver, BC, Canada",Kitsilano,Kitsilano,,Vancouver,BC,V6K 1C8,Vancouver,"Vancouver, Canada",CA,Canada,49.27284169,-123.1589479,t,Apartment,Private room,2,3.5,1,1,Real Bed,,37.00,,,375.00,124.00,1,$0.00 ,30,365,30,30,365,365,30,365,10 months ago,t,30,60,90,365,2019-02-06,20,1,2016-04-01,2018-06-04,95,10,10,10,10,10,10,t,,f,f,strict_14_with_grace_period,f,f,13,3,10,0,0.58
11424428,none,60005882,Sandy,2016-02-23,"Vancouver, British Columbia, Canada",within an hour,98%,N/A,f,Downtown Vancouver,3,3,t,t,"Vancouver, BC, Canada",Downtown Vancouver,Downtown,,Vancouver,BC,V6B 0C1,Vancouver,"Vancouver, Canada",CA,Canada,49.27976855,-123.1070015,t,Condominium,Entire home/apt,6,2,2,3,Real Bed,,269.00,,,300.00,95.00,4,$40.00 ,1,1125,1,1,1125,1125,1,1125,4 weeks ago,t,9,33,47,178,2019-02-06,297,112,2016-03-09,2019-01-22,95,9,10,10,10,10,9,t,Exempt,t,f,strict_14_with_grace_period,f,f,3,3,0,0,8.37
11441600,none,60126510,Tim,2016-02-23,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,,1,1,t,t,"Vancouver, BC, Canada",Kitsilano,Kitsilano,,Vancouver,BC,V6J,Vancouver,"Vancouver, Canada",CA,Canada,49.2750515,-123.1492297,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,,130.00,,,,,1,$15.00 ,30,1125,30,30,1125,1125,30,1125,2 weeks ago,t,8,8,8,8,2019-02-06,53,17,2016-02-28,2018-08-24,95,10,9,10,10,10,9,t,,f,f,flexible,f,f,1,1,0,0,1.48
11454817,none,600607,Bruce,2011-05-18,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Downtown Vancouver,57,57,t,t,"Vancouver, BC, Canada",Coal Harbour,Downtown,,Vancouver,BC,V6G 3E3,Vancouver,"Vancouver, Canada",CA,Canada,49.29045702,-123.1261474,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,,88.00,,,250.00,200.00,1,$0.00 ,32,90,32,32,90,90,32,90,2 weeks ago,t,0,0,22,22,2019-02-06,3,1,2016-04-18,2019-01-01,80,10,9,10,9,10,9,t,,f,f,strict_14_with_grace_period,f,f,51,51,0,0,0.09
11456532,none,13356770,Johanna,2014-03-20,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Riley Park,3,3,t,t,"Vancouver, BC, Canada",,Riley Park,,Vancouver,BC,V5W 1N2,Vancouver,"Vancouver, Canada",CA,Canada,49.23418501,-123.0967213,t,Guest suite,Entire home/apt,2,1,1,1,Real Bed,,150.00,,,500.00,125.00,1,$0.00 ,31,240,31,31,240,240,31,240,6 days ago,t,27,27,27,90,2019-02-06,30,2,2016-08-11,2019-01-31,99,10,10,10,10,9,10,t,,t,f,moderate,f,f,1,1,0,0,0.99
11464092,none,16152564,Adrian,2014-05-29,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,f,West End,2,2,t,t,"Vancouver, BC, Canada",West End,West End,,Vancouver,BC,V6E,Vancouver,"Vancouver, Canada",CA,Canada,49.28749118,-123.1289982,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,,105.00,,,,150.00,1,$0.00 ,30,1125,30,30,1125,1125,30,1125,4 months ago,t,30,52,52,225,2019-02-06,18,4,2016-04-06,2018-11-01,93,9,10,10,10,10,9,t,,f,f,strict_14_with_grace_period,f,f,2,2,0,0,0.52
11472229,none,60361091,Rachelle,2016-02-25,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Kerrisdale,1,1,t,f,"Vancouver, BC, Canada",Kerrisdale,Kerrisdale,,Vancouver,BC,V6M 3Z4,Portland,"Vancouver, Canada",CA,Canada,49.22668288,-123.1575289,t,House,Entire home/apt,3,1,1,2,Real Bed,,94.00,,,,,2,$25.00 ,2,30,2,2,30,30,2,30,a week ago,t,0,16,32,32,2019-02-06,115,36,2016-06-14,2018-11-11,95,10,9,10,10,10,10,t,18-607024,t,f,flexible,f,f,1,1,0,0,3.56
11478198,none,6686074,Blake,2013-06-01,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Kitsilano,1,1,t,f,"Vancouver, BC, Canada",Kitsilano,Kitsilano,,Vancouver,BC,V6K 3E4,Vancouver,"Vancouver, Canada",CA,Canada,49.27196698,-123.1544135,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,,140.00,,,500.00,150.00,1,$0.00 ,180,1125,180,180,1125,1125,180,1125,20 months ago,t,30,60,90,365,2019-02-06,0,0,,,,,,,,,,t,,f,f,flexible,f,f,1,1,0,0,
11511005,none,6524942,Angie,2013-05-22,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Mount Pleasant,2,2,t,f,"Vancouver, BC, Canada",Mount Pleasant,Mount Pleasant,,Vancouver,British Columbia,V5T 3R2,Vancouver,"Vancouver, Canada",CA,Canada,49.26345334,-123.0934732,t,Townhouse,Private room,1,1,1,1,Real Bed,,157.00,,,250.00,65.00,1,$35.00 ,1,1125,1,1,1125,1125,1,1125,3 weeks ago,t,30,60,90,365,2019-02-06,42,28,2016-09-16,2018-11-01,100,10,10,10,10,10,10,t,18-552852,f,f,moderate,f,f,2,1,1,0,1.44
11511621,none,31685027,Claude,2015-04-21,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Kitsilano,13,13,t,t,"Vancouver, BC, Canada",Kitsilano,Kitsilano,,Vancouver,BC,V6K 1C8,Vancouver,"Vancouver, Canada",CA,Canada,49.27265706,-123.1581247,t,Apartment,Private room,1,3.5,1,1,Real Bed,,49.00,,,372.00,125.00,1,$0.00 ,30,365,30,30,365,365,30,365,6 months ago,t,30,60,80,335,2019-02-06,10,0,2016-05-22,2016-08-24,94,10,10,9,9,10,10,t,,f,f,strict_14_with_grace_period,f,f,13,3,10,0,0.3
11512985,none,60671485,Vivian,2016-02-27,"Vancouver, British Columbia, Canada",within a few hours,100%,N/A,t,Riley Park,1,1,f,f,"Vancouver, BC, Canada",Riley Park,Riley Park,,Vancouver,BC,V5Y 2J8,Vancouver,"Vancouver, Canada",CA,Canada,49.24919351,-123.1105643,t,Guesthouse,Entire home/apt,5,1.5,2,2,Real Bed,,155.00,,,200.00,100.00,1,$0.00 ,4,1125,4,4,1125,1125,4,1125,4 days ago,t,18,48,52,200,2019-02-06,65,23,2016-04-05,2019-01-04,99,10,10,10,10,10,10,t,18-549254,f,f,moderate,f,f,1,1,0,0,1.88
11531546,none,6117410,Pamela,2016-02-28,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Fairview,4,4,t,t,"Vancouver, BC, Canada",Fairview,Fairview,,Vancouver,BC,V5Z 4G8,Vancouver,"Vancouver, Canada",CA,Canada,49.26097223,-123.117242,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,,94.00,,,800.00,100.00,2,$25.00 ,30,1125,30,30,1125,1125,30,1125,3 weeks ago,t,5,35,47,222,2019-02-06,24,2,2016-03-26,2018-10-09,96,10,10,10,10,10,9,t,,t,f,strict_14_with_grace_period,f,f,4,3,1,0,0.69
11534370,none,1421788,Sam,2011-11-19,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Grandview-Woodland,1,1,t,t,"Vancouver, BC, Canada",Grandview-Woodland,Grandview-Woodland,,Vancouver,BC,V5L 0A5,Vancouver,"Vancouver, Canada",CA,Canada,49.2806576,-123.0601218,t,Condominium,Entire home/apt,4,1,2,2,Real Bed,,112.00,,,350.00,65.00,2,$20.00 ,30,1125,30,30,1125,1125,30,1125,21 months ago,t,0,0,0,0,2019-02-06,10,0,2016-05-20,2017-03-16,90,10,9,10,10,9,9,t,,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.3
11548616,none,22893837,Am And John,2014-10-23,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Hastings-Sunrise,1,1,t,t,"Vancouver, BC, Canada",Hastings-Sunrise,Hastings-Sunrise,,Vancouver,BC,V5K 2G8,Vancouver,"Vancouver, Canada",CA,Canada,49.28042071,-123.0431371,t,Guest suite,Entire home/apt,2,1,0,1,Real Bed,,75.00,,,1000.00,75.00,2,$0.00 ,3,1125,3,3,1125,1125,3,1125,3 days ago,t,0,6,30,67,2019-02-06,81,33,2016-06-01,2018-11-17,97,10,10,10,10,9,10,t,18-558492,f,f,strict_14_with_grace_period,f,f,1,1,0,0,2.48
11549700,none,60939105,Thanh,2016-02-29,"Vancouver, British Columbia, Canada",within a few hours,100%,N/A,t,Kensington-Cedar Cottage,3,3,t,f,"Vancouver, BC, Canada",Kensington-Cedar Cottage,Kensington-Cedar Cottage,,Vancouver,BC,V5N 2W7,Vancouver,"Vancouver, Canada",CA,Canada,49.24721979,-123.0640784,t,House,Private room,2,2,1,1,Real Bed,,43.00,,,0.00,30.00,1,$10.00 ,30,1125,30,30,1125,1125,30,1125,today,t,3,32,62,271,2019-02-06,4,0,2016-06-24,2017-09-30,100,10,10,10,10,10,9,t,,f,f,strict_14_with_grace_period,f,f,3,0,3,0,0.13
11550687,none,60939105,Thanh,2016-02-29,"Vancouver, British Columbia, Canada",within a few hours,100%,N/A,t,Kensington-Cedar Cottage,3,3,t,f,"Vancouver, BC, Canada",Kensington-Cedar Cottage,Kensington-Cedar Cottage,,Vancouver,BC,V5N 2W7,Vancouver,"Vancouver, Canada",CA,Canada,49.24758939,-123.0656864,t,House,Private room,2,2,1,1,Real Bed,,35.00,,,0.00,30.00,1,$10.00 ,30,1125,30,30,1125,1125,30,1125,2 weeks ago,t,1,6,36,270,2019-02-06,5,2,2017-07-04,2018-08-19,96,10,10,10,10,9,10,t,,f,f,strict_14_with_grace_period,f,f,3,0,3,0,0.26
11550915,none,60939105,Thanh,2016-02-29,"Vancouver, British Columbia, Canada",within a few hours,100%,N/A,t,Kensington-Cedar Cottage,3,3,t,f,"Vancouver, BC, Canada",Kensington-Cedar Cottage,Kensington-Cedar Cottage,,Vancouver,BC,V5N 2W7,Vancouver,"Vancouver, Canada",CA,Canada,49.24616592,-123.0656315,t,House,Private room,2,2,1,1,Real Bed,,39.00,,,0.00,30.00,1,$10.00 ,30,1125,30,30,1125,1125,30,1125,2 weeks ago,t,0,0,6,281,2019-02-06,5,1,2016-06-22,2018-03-31,90,9,10,10,10,9,9,t,,f,f,strict_14_with_grace_period,f,f,3,0,3,0,0.16
11584605,none,1103248,Courtney,2011-09-02,"Vancouver, British Columbia, Canada",within an hour,90%,N/A,f,West End,2,2,t,f,"Vancouver, BC, Canada",West End,West End,,Vancouver,BC,V6Z 1V6,Vancouver,"Vancouver, Canada",CA,Canada,49.28001857,-123.1304534,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,,119.00,,,200.00,80.00,1,$0.00 ,3,1125,3,3,1125,1125,3,1125,3 days ago,t,2,4,31,31,2019-02-06,34,5,2016-03-13,2018-07-29,84,9,9,8,9,10,9,t,18-112086,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.96
11588321,none,13642191,Jay,2014-03-28,"Vancouver, British Columbia, Canada",within a few hours,100%,N/A,f,Yaletown,1,1,t,f,"Vancouver, BC, Canada",Yaletown,Downtown,,Vancouver,BC,V6B 6A2,Vancouver,"Vancouver, Canada",CA,Canada,49.27743397,-123.1159268,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,,190.00,,,250.00,60.00,2,$35.00 ,2,27,2,2,27,27,2,27,2 months ago,t,30,60,84,84,2019-02-06,13,6,2016-03-27,2018-12-30,97,9,10,10,10,10,9,t,Exempt,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.37
11589159,none,52041965,Steve,2015-12-22,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Downtown Vancouver,1,1,t,f,"Vancouver, BC, Canada",Downtown Vancouver,Downtown,,Vancouver,BC,V6B 0B9,Vancouver,"Vancouver, Canada",CA,Canada,49.28054428,-123.1082184,t,Apartment,Entire home/apt,6,3,2,3,Real Bed,,503.00,,,2000.00,350.00,4,$100.00 ,2,180,2,2,180,180,2,180,today,t,21,49,70,328,2019-02-06,107,36,2016-03-30,2019-01-28,94,9,9,9,10,10,9,t,19-140082,t,f,moderate,f,f,1,1,0,0,3.07
